TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG
-0.0120000000000004,9.556,9.538,-0.0240000000000009,9.556,41.125,3.8675,1.0,0.0,1.0,1.0
-0.0139999999999993,9.546,9.53,-0.0240000000000009,9.548,41.14999999999999,3.9175,1.0,0.0,1.0,1.0
-0.0139999999999993,9.538,9.52,-0.0240000000000009,9.538,41.27499999999999,3.852499999999999,1.0,0.0,1.0,1.0
-0.0120000000000004,9.53,9.514,-0.0240000000000009,9.532,41.45,3.9075000000000006,1.0,0.0,1.0,1.0
-0.0120000000000004,9.522,9.508,-0.0240000000000009,9.524,41.55,3.975,1.0,0.0,1.0,1.0
-0.0120000000000004,9.514,9.498,-0.0240000000000009,9.514,41.77499999999999,3.772499999999999,1.0,0.0,1.0,1.0
-0.0120000000000004,9.506,9.49,-0.0240000000000009,9.506,41.95,3.8825,1.0,0.0,1.0,1.0
-0.0120000000000004,9.498,9.482,-0.0240000000000009,9.502,42.125,3.9,1.0,0.0,1.0,1.0
-0.0120000000000004,9.49,9.474,-0.0240000000000009,9.492,42.35,3.8225,1.0,0.0,1.0,1.0
-0.0120000000000004,9.48,9.466,-0.0240000000000009,9.482,42.55,0.0449999999999999,1.0,0.0,1.0,1.0
-0.0120000000000004,9.474,9.458,-0.0259999999999998,9.474,42.72500000000001,0.0424999999999995,1.0,0.0,1.0,1.0
-0.0120000000000004,9.466,9.45,-0.0240000000000009,9.468,42.925,0.0424999999999995,1.0,0.0,1.0,1.0
-0.0120000000000004,9.458,9.44,-0.0240000000000009,9.458,43.05,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.45,9.434,-0.0240000000000009,9.452,43.2,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.442,9.424,-0.0240000000000009,9.442,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.432,9.416,-0.0240000000000009,9.434,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.424,9.408,-0.0240000000000009,9.426,43.125,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.416,9.402,-0.0240000000000009,9.418,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.408,9.392,-0.0240000000000009,9.408,43.150000000000006,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.402,9.384,-0.0240000000000009,9.402,43.150000000000006,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.394,9.378,-0.0240000000000009,9.394,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.386,9.37,-0.0240000000000009,9.386,43.2,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.376,9.362,-0.0240000000000009,9.378,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.368,9.354,-0.0240000000000009,9.372,43.10000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.36,9.344,-0.0240000000000009,9.362,43.05,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.354,9.338,-0.0240000000000009,9.354,43.10000000000001,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.346,9.328,-0.0240000000000009,9.346,43.05,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.338,9.322,-0.0240000000000009,9.338,42.95,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.33,9.312,-0.0240000000000009,9.33,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.322,9.306,-0.0240000000000009,9.322,43.125,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.314,9.298,-0.0240000000000009,9.316,43.2,0.04,1.0,0.0,1.0,1.0
-0.0120000000000004,9.306,9.29,-0.0240000000000009,9.308,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.3,9.282,-0.0240000000000009,9.3,43.150000000000006,0.04,1.0,0.0,1.0,1.0
-0.0139999999999993,9.29,9.274,-0.0240000000000009,9.292,43.125,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.284,9.266,-0.0240000000000009,9.284,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.276,9.258,-0.0240000000000009,9.276,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.27,9.254,-0.0240000000000009,9.27,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.262,9.244,-0.0259999999999998,9.26,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.254,9.238,-0.0240000000000009,9.254,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.246,9.23,-0.0240000000000009,9.246,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.24,9.224,-0.0259999999999998,9.24,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.232,9.214,-0.0240000000000009,9.232,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.224,9.206,-0.0240000000000009,9.224,43.27499999999999,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,9.216,9.2,-0.0240000000000009,9.216,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.21,9.192,-0.0240000000000009,9.21,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.202,9.186,-0.0240000000000009,9.204,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.194,9.178,-0.0259999999999998,9.194,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.188,9.172,-0.0259999999999998,9.188,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.18,9.164,-0.0259999999999998,9.18,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.172,9.156,-0.0240000000000009,9.172,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.166,9.15,-0.0240000000000009,9.166,43.425,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.158,9.142,-0.0240000000000009,9.158,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.148,9.134,-0.0259999999999998,9.15,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.144,9.126,-0.0240000000000009,9.142,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.136,9.122,-0.0240000000000009,9.136,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.128,9.114,-0.0240000000000009,9.128,43.425,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.122,9.106,-0.0240000000000009,9.122,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,9.114,9.098,-0.0240000000000009,9.114,43.45,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.106,9.09,-0.0240000000000009,9.106,43.400000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.1,9.084,-0.0240000000000009,9.098,43.375,0.04,1.0,0.0,1.0,1.0
-0.0139999999999993,9.094,9.078,-0.0240000000000009,9.094,43.425,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.084,9.068,-0.0240000000000009,9.086,43.45,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.078,9.062,-0.0259999999999998,9.078,43.45,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.072,9.056,-0.0240000000000009,9.07,43.45,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.064,9.048,-0.0240000000000009,9.062,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,9.056,9.04,-0.0240000000000009,9.056,43.55,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,9.05,9.036,-0.0259999999999998,9.05,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.042,9.028,-0.0240000000000009,9.044,43.425,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.036,9.02,-0.0240000000000009,9.036,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.03,9.012,-0.0240000000000009,9.028,43.45,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,9.022,9.008,-0.0240000000000009,9.022,43.5,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.016,8.998,-0.0259999999999998,9.016,43.375,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.01,8.994,-0.0259999999999998,9.008,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,9.002,8.986,-0.0240000000000009,9.002,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.996,8.98,-0.0240000000000009,8.996,43.30000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,8.988,8.972,-0.0240000000000009,8.988,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.98,8.966,-0.0240000000000009,8.98,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.974,8.958,-0.0259999999999998,8.976,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.968,8.954,-0.0240000000000009,8.968,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.96,8.946,-0.0240000000000009,8.962,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.956,8.94,-0.0259999999999998,8.954,43.400000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.948,8.932,-0.0259999999999998,8.948,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.94,8.926,-0.0240000000000009,8.94,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.934,8.918,-0.0240000000000009,8.934,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,8.928,8.914,-0.0259999999999998,8.928,43.30000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.922,8.906,-0.0240000000000009,8.922,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,8.914,8.9,-0.0240000000000009,8.916,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.908,8.892,-0.0240000000000009,8.908,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.9,8.886,-0.0240000000000009,8.902,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.894,8.88,-0.0259999999999998,8.892,43.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.888,8.874,-0.0259999999999998,8.888,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.882,8.868,-0.0259999999999998,8.88,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,8.874,8.86,-0.0240000000000009,8.874,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.868,8.854,-0.0240000000000009,8.868,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.862,8.848,-0.0240000000000009,8.862,43.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.856,8.84,-0.0240000000000009,8.854,43.2,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.848,8.834,-0.0240000000000009,8.85,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.84,8.828,-0.0240000000000009,8.842,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.836,8.82,-0.0259999999999998,8.836,43.30000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.828,8.814,-0.0240000000000009,8.83,43.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.82,8.808,-0.0259999999999998,8.822,43.22500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.814,8.8,-0.0240000000000009,8.814,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,8.81,8.798,-0.0259999999999998,8.812,43.125,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.802,8.788,-0.0240000000000009,8.802,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.794,8.78,-0.0240000000000009,8.798,43.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.79,8.776,-0.0259999999999998,8.792,43.10000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.782,8.768,-0.0240000000000009,8.784,43.2,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0120000000000004,8.778,8.764,-0.0259999999999998,8.778,43.10000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.77,8.756,-0.0259999999999998,8.772,43.125,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.762,8.748,-0.0240000000000009,8.762,43.125,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.748,8.734,-0.0240000000000009,8.748,42.975,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.742,8.726,-0.0259999999999998,8.742,43.05,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.732,8.718,-0.0240000000000009,8.734,43.05,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.728,8.712,-0.0240000000000009,8.726,42.95,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.714,8.7,-0.0240000000000009,8.714,42.95,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.704,8.69,-0.0240000000000009,8.704,42.85,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.694,8.678,-0.0259999999999998,8.694,42.75,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.684,8.67,-0.0240000000000009,8.684,42.825,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.678,8.664,-0.0240000000000009,8.678,42.80000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.668,8.654,-0.0240000000000009,8.668,42.85,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.662,8.648,-0.0240000000000009,8.662,42.825,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.656,8.64,-0.0259999999999998,8.656,42.75,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.648,8.634,-0.0240000000000009,8.648,42.75,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.642,8.626,-0.0240000000000009,8.642,42.75,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.632,8.62,-0.0259999999999998,8.634,42.75,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.628,8.614,-0.0240000000000009,8.628,42.75,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.62,8.604,-0.0240000000000009,8.622,42.675,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.612,8.6,-0.0240000000000009,8.614,42.7,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0159999999999982,8.596,8.582,-0.0259999999999998,8.598,42.55,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0159999999999982,8.59,8.574,-0.0259999999999998,8.59,42.650000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.584,8.568,-0.0240000000000009,8.584,42.72500000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.578,8.564,-0.0240000000000009,8.578,42.625,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.57,8.556,-0.0259999999999998,8.57,42.525000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.562,8.546,-0.0259999999999998,8.562,42.525000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.556,8.542,-0.0240000000000009,8.556,42.55,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.552,8.536,-0.0240000000000009,8.552,42.45,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.538,8.524,-0.0240000000000009,8.54,42.375,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.534,8.518,-0.0259999999999998,8.534,42.45,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0159999999999982,8.528,8.512,-0.0259999999999998,8.528,42.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.522,8.508,-0.0240000000000009,8.522,42.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.514,8.498,-0.0259999999999998,8.514,42.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.508,8.492,-0.0259999999999998,8.508,42.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.49,8.478,-0.0240000000000009,8.49,42.35,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.456,8.44,-0.0240000000000009,8.456,42.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.448,8.432,-0.0240000000000009,8.448,42.325,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.442,8.426,-0.0240000000000009,8.444,42.25,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.438,8.422,-0.0259999999999998,8.436,42.30000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.436,8.422,-0.0259999999999998,8.434,42.27499999999999,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0139999999999993,8.43,8.416,-0.0259999999999998,8.428,42.150000000000006,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.426,8.408,-0.0259999999999998,8.422,42.125,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0139999999999993,8.418,8.402,-0.0259999999999998,8.418,42.150000000000006,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0139999999999993,8.414,8.4,-0.0240000000000009,8.416,42.05,0.0349999999999992,1.0,0.0,1.0,1.0
-0.0159999999999982,8.408,8.394,-0.0240000000000009,8.408,42.05,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.404,8.388,-0.0240000000000009,8.404,42.10000000000001,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.394,8.378,-0.0259999999999998,8.394,42.05,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.39,8.372,-0.0240000000000009,8.388,41.95,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.384,8.368,-0.0240000000000009,8.382,41.925,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0159999999999982,8.378,8.36,-0.0259999999999998,8.376,41.8,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.372,8.356,-0.0259999999999998,8.372,41.85,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.366,8.35,-0.0259999999999998,8.366,41.85,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.156,8.142,-0.0240000000000009,8.154,41.925,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.132,8.118,-0.0259999999999998,8.132,41.85,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.118,8.106,-0.0259999999999998,8.12,41.825,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.116,8.102,-0.0259999999999998,8.116,41.8,0.0375000000000005,1.0,0.0,1.0,1.0
-0.0139999999999993,8.114,8.1,-0.0240000000000009,8.116,41.75,0.0349999999999992,1.0,0.0,1.0,1.0
8.5,8.114,-0.0279999999999986,-0.0240000000000009,8.112,41.85,6.01,0.0,1.0,1.0,0.0
8.808,8.372,-0.0259999999999998,-0.0240000000000009,8.368,41.7,6.147499999999999,0.0,1.0,1.0,0.0
9.088,8.662,-0.0219999999999984,-0.0240000000000009,8.658,41.75,6.1875,0.0,1.0,1.0,0.0
9.062,8.608,-0.0199999999999995,-0.0240000000000009,8.598,41.675,6.014999999999999,0.0,1.0,1.0,0.0
9.116,8.7,-0.0199999999999995,-0.0259999999999998,8.694,41.75,6.0375,0.0,1.0,1.0,0.0
7.0760000000000005,8.816,-0.0199999999999995,-0.0240000000000009,8.816,41.825,5.612500000000001,0.0,1.0,1.0,0.0
9.206,8.87,-0.0159999999999982,-0.0240000000000009,8.864,41.95,6.057500000000001,0.0,1.0,0.0,0.0
9.468,9.136,-0.0159999999999982,-0.0240000000000009,9.134,42.025000000000006,6.074999999999999,0.0,1.0,0.0,0.0
9.378,9.048,-0.0139999999999993,-0.0240000000000009,9.048,42.25,6.085000000000001,0.0,1.0,0.0,0.0
9.486,9.154,-0.0139999999999993,-0.0240000000000009,9.156,42.175,6.129999999999999,0.0,1.0,0.0,0.0
9.744,9.42,-0.0139999999999993,-0.0259999999999998,9.416,42.55,6.210000000000001,0.0,1.0,0.0,0.0
8.202,9.638,-0.0120000000000004,-0.0240000000000009,9.636,42.77499999999999,5.865,0.0,1.0,1.0,0.0
10.16,9.776,-0.0139999999999993,-0.0240000000000009,9.776,43.150000000000006,6.23,0.0,1.0,1.0,0.0
10.37,9.996,-0.0139999999999993,-0.0240000000000009,9.992,43.35,6.33,0.0,1.0,1.0,0.0
1.2360000000000009,10.15,10.138,1.1039999999999992,10.15,43.625,4.145,1.0,0.0,1.0,1.0
-0.0279999999999986,10.1,10.1,-0.0240000000000009,10.1,44.0,3.9,1.0,0.0,1.0,1.0
-0.0240000000000009,10.06,10.054,-0.0259999999999998,10.058,44.925,3.890000000000001,1.0,0.0,1.0,1.0
-0.0219999999999984,10.028,10.02,-0.0240000000000009,10.028,45.85000000000001,3.94,1.0,0.0,1.0,1.0
-0.0199999999999995,10.002,9.996,-0.0240000000000009,10.002,46.6,3.9025,1.0,0.0,1.0,1.0
-0.0199999999999995,9.978,9.966,-0.0240000000000009,9.976,47.225,4.0075,1.0,0.0,1.0,1.0
-0.0180000000000006,9.954,9.942,-0.0240000000000009,9.956,47.82499999999999,4.015000000000001,1.0,0.0,1.0,1.0
-0.0159999999999982,9.936,9.924,-0.0240000000000009,9.936,48.35000000000001,3.9275,1.0,0.0,1.0,1.0
-0.0139999999999993,9.908,9.896,-0.0240000000000009,9.908,48.52499999999999,3.865,1.0,0.0,1.0,1.0
-0.0159999999999982,9.892,9.878,-0.0240000000000009,9.892,48.725,3.952500000000001,1.0,0.0,1.0,1.0
-0.0159999999999982,9.876,9.862,-0.0240000000000009,9.878,48.725,3.994999999999999,1.0,0.0,1.0,1.0
-0.0159999999999982,9.864,9.85,-0.0240000000000009,9.866,48.650000000000006,3.872500000000001,1.0,0.0,1.0,1.0
-0.0139999999999993,9.852,9.838,-0.0259999999999998,9.852,48.52499999999999,3.887500000000001,1.0,0.0,1.0,1.0
